Ddate,Market,Product,Sales,Profit,Expenses
8/1/15,Central,Decaf Irish Cream,74,5,14
8/1/15,Central,Decaf Irish Cream,314,144,66
2/1/15,East,Decaf Irish Cream,312,153,50
8/1/14,West,Chamomile,94,52,47
5/1/15,West,Lemon,102,41,37
10/1/14,East,Decaf Irish Cream,188,109,58
5/1/15,West,Darjeeling,292,122,122
10/1/14,East,Regular Espresso,72,-2,24
7/1/14,West,Darjeeling,157,34,53
12/1/14,West,Mint,124,36,42
1/1/15,South,Caffe Mocha,388,146,82
1/1/15,West,Decaf Irish Cream,252,42,59
5/1/14,West,Darjeeling,265,127,58
11/1/15,East,Decaf Irish Cream,523,227,114
3/1/15,West,Decaf Espresso,64,40,20
5/1/15,Central,Decaf Irish Cream,191,53,61
3/1/14,West,Mint,290,53,63
5/1/15,East,Decaf Irish Cream,491,313,110
10/1/14,Central,Lemon,70,-5,22
12/1/14,West,Caffe Mocha,17,-13,20
5/1/14,West,Darjeeling,178,46,45
1/1/14,South,Decaf Irish Cream,139,59,23
12/1/14,West,Caffe Mocha,28,0,24
2/1/14,South,Caffe Mocha,189,24,104
7/1/14,West,Lemon,281,3,79
6/1/15,Central,Lemon,532,202,109
8/1/15,Central,Decaf Irish Cream,193,56,50
11/1/15,South,Caffe Latte,76,50,24
3/1/14,Central,Decaf Irish Cream,57,3,36
8/1/14,South,Caffe Mocha,66,8,19
9/1/15,East,Lemon,664,210,104
8/1/14,West,Decaf Irish Cream,89,17,39
10/1/15,East,Lemon,529,229,134
4/1/14,West,Decaf Irish Cream,187,23,49
5/1/15,West,Chamomile,565,225,135
1/1/15,South,Lemon,150,52,98
11/1/15,Central,Decaf Irish Cream,593,254,110
8/1/14,West,Decaf Irish Cream,122,38,63
12/1/14,Central,Decaf Irish Cream,59,3,25
6/1/14,Central,Lemon,113,42,48
12/1/14,Central,Caffe Mocha,124,65,44
10/1/15,Central,Lemon,88,31,40
2/1/15,South,Decaf Irish Cream,99,19,24
12/1/15,South,Decaf Espresso,135,25,37
7/1/14,East,Caffe Mocha,123,5,73
2/1/14,West,Darjeeling,137,60,44
5/1/15,West,Lemon,131,51,45
12/1/14,East,Decaf Espresso,239,122,66
2/1/15,West,Decaf Irish Cream,126,1,42
1/1/15,Central,Caffe Mocha,445,156,82
4/1/14,Central,Decaf Irish Cream,263,61,61
3/1/15,West,Lemon,605,183,132
6/1/14,West,Decaf Irish Cream,182,12,122
10/1/14,South,Caffe Mocha,72,14,18
8/1/14,Central,Decaf Irish Cream,240,96,42
12/1/14,East,Mint,82,22,38
2/1/14,Central,Decaf Espresso,43,24,19
12/1/14,Central,Decaf Irish Cream,117,26,40
1/1/14,West,Decaf Irish Cream,129,50,48
2/1/14,West,Caffe Mocha,103,2,40
8/1/14,Central,Chamomile,481,147,98
9/1/14,West,Decaf Irish Cream,147,9,57
1/1/15,East,Mint,138,55,25
8/1/15,Central,Lemon,74,5,22
7/1/14,West,Caffe Latte,113,20,33
1/1/15,Central,Darjeeling,245,118,92
8/1/14,West,Chamomile,657,209,171
9/1/15,West,Lemon,608,223,105
7/1/14,West,Chamomile,215,21,71
10/1/14,South,Caffe Mocha,66,-12,42
2/1/15,South,Caffe Latte,240,83,51
8/1/15,West,Chamomile,61,19,18
7/1/14,East,Darjeeling,95,4,47
9/1/15,West,Decaf Espresso,68,38,18
1/1/14,Central,Chamomile,85,44,22
2/1/14,West,Mint,143,22,41
5/1/15,South,Decaf Irish Cream,111,58,24
2/1/14,East,Decaf Espresso,109,15,50
3/1/15,Central,Chamomile,343,126,38
11/1/15,West,Caffe Latte,81,17,28
9/1/15,South,Decaf Irish Cream,129,43,32
4/1/15,West,Chamomile,119,52,23
8/1/14,West,Darjeeling,308,199,50
5/1/15,Central,Caffe Mocha,99,29,21
9/1/15,West,Decaf Espresso,70,31,30
12/1/14,South,Caffe Mocha,282,77,51
2/1/14,West,Caffe Mocha,97,27,26
6/1/14,West,Darjeeling,108,7,38
6/1/14,Central,Darjeeling,110,55,47
11/1/15,Central,Colombian,521,161,103
3/1/14,West,Caffe Latte,116,18,38
5/1/15,South,Decaf Irish Cream,171,49,60
11/1/14,South,Caffe Mocha,103,30,26
1/1/14,South,Decaf Irish Cream,149,64,83
5/1/14,East,Decaf Espresso,129,27,39
4/1/14,Central,Chamomile,125,31,32
2/1/14,East,Chamomile,111,38,26
12/1/14,Central,Caffe Mocha,316,168,44
4/1/14,Central,Lemon,268,42,42
2/1/14,East,Lemon,175,46,55
11/1/15,Central,Darjeeling,71,5,26
4/1/14,West,Darjeeling,220,103,57
10/1/15,West,Darjeeling,37,-15,45
5/1/15,East,Colombian,599,253,115
11/1/14,Central,Decaf Irish Cream,271,106,59
3/1/15,Central,Decaf Irish Cream,209,77,41
11/1/15,East,Decaf Irish Cream,333,249,129
10/1/14,Central,Darjeeling,102,-4,41
8/1/14,South,Caffe Mocha,90,19,44
10/1/15,Central,Amaretto,330,215,115
8/1/15,West,Decaf Espresso,78,43,24
9/1/15,West,Mint,370,153,37
2/1/14,West,Lemon,228,90,62
3/1/14,South,Caffe Mocha,175,69,37
3/1/14,East,Chamomile,96,20,40
10/1/14,Central,Darjeeling,95,-6,39
2/1/14,East,Darjeeling,50,9,18
11/1/14,East,Decaf Irish Cream,190,99,49
9/1/15,South,Lemon,97,30,41
10/1/15,West,Chamomile,118,42,19
2/1/14,South,Caffe Mocha,163,38,53
9/1/15,East,Colombian,609,295,116
8/1/15,West,Darjeeling,62,29,18
8/1/15,West,Decaf Irish Cream,87,32,22
7/1/14,West,Darjeeling,200,5,129
4/1/14,West,Darjeeling,54,-483,42
10/1/14,South,Lemon,109,3,24
5/1/14,Central,Decaf Irish Cream,118,4,34
10/1/14,Central,Decaf Espresso,100,55,33
3/1/14,South,Caffe Latte,186,82,54
4/1/14,East,Regular Espresso,75,-3,40
8/1/14,Central,Lemon,320,100,47
11/1/14,West,Darjeeling,85,8,39
5/1/14,West,Darjeeling,274,99,57
10/1/14,East,Darjeeling,83,4,21
2/1/14,West,Decaf Irish Cream,101,39,31
4/1/14,West,Decaf Espresso,108,16,32
8/1/15,Central,Decaf Irish Cream,637,319,116
6/1/15,South,Colombian,557,359,93
4/1/14,South,Lemon,206,88,52
3/1/14,West,Decaf Espresso,119,-155,47
8/1/14,East,Lemon,94,2,37
2/1/14,East,Decaf Irish Cream,201,54,55
3/1/14,Central,Darjeeling,136,33,37
1/1/14,East,Decaf Espresso,69,28,23
5/1/15,Central,Decaf Irish Cream,27,18,20
2/1/14,Central,Caffe Mocha,199,123,33
10/1/14,South,Decaf Espresso,155,16,60
5/1/15,Central,Decaf Irish Cream,150,36,39
5/1/15,West,Decaf Irish Cream,129,43,47
8/1/14,West,Caffe Latte,437,144,100
12/1/15,Central,Chamomile,325,138,60
5/1/15,West,Decaf Irish Cream,93,29,37
11/1/15,East,Darjeeling,78,1,25
5/1/15,South,Decaf Irish Cream,94,23,23
9/1/15,Central,Decaf Espresso,145,48,35
1/1/15,West,Chamomile,237,74,45
8/1/14,South,Caffe Mocha,326,116,74
7/1/14,Central,Decaf Irish Cream,71,30,40
1/1/14,East,Decaf Espresso,126,20,39
2/1/15,West,Caffe Mocha,134,57,39
5/1/15,West,Decaf Espresso,49,57,17
4/1/14,Central,Mint,111,60,43
7/1/14,West,Lemon,70,21,27
2/1/15,Central,Decaf Irish Cream,238,92,35
5/1/15,East,Decaf Irish Cream,581,327,130
4/1/14,West,Darjeeling,135,-5,62
10/1/14,West,Darjeeling,175,107,40
3/1/15,East,Decaf Irish Cream,668,443,96
11/1/15,East,Decaf Espresso,97,3,23
5/1/14,West,Darjeeling,130,13,37
2/1/14,East,Lemon,206,90,104
5/1/14,Central,Decaf Irish Cream,113,18,36
2/1/14,East,Decaf Irish Cream,625,208,131
10/1/14,East,Darjeeling,51,4,19
1/1/14,Central,Decaf Irish Cream,163,93,61
8/1/15,Central,Chamomile,94,23,18
7/1/14,Central,Caffe Mocha,194,12,52
5/1/15,Central,Decaf Irish Cream,123,34,44
2/1/14,South,Colombian,135,53,33
2/1/14,South,Caffe Latte,33,0,21
2/1/14,Central,Chamomile,341,202,96
12/1/14,West,Chamomile,209,89,48
2/1/14,South,Caffe Mocha,99,28,27
9/1/15,West,Chamomile,377,180,101
8/1/14,South,Decaf Irish Cream,85,33,22
5/1/14,West,Decaf Irish Cream,100,21,32
3/1/14,South,Decaf Espresso,182,77,52
2/1/14,East,Decaf Irish Cream,198,72,57
7/1/14,West,Lemon,586,239,142
5/1/15,West,Chamomile,124,47,46
5/1/14,East,Decaf Espresso,112,27,39
5/1/15,West,Caffe Mocha,532,176,104
12/1/14,Central,Decaf Irish Cream,152,17,44
4/1/14,East,Decaf Espresso,118,7,56
2/1/14,West,Decaf Espresso,109,17,46
8/1/15,South,Decaf Irish Cream,76,25,21
9/1/15,Central,Caffe Mocha,94,25,32
1/1/15,Central,Chamomile,254,91,42
9/1/15,East,Decaf Irish Cream,632,532,91
9/1/15,West,Caffe Mocha,133,31,40
5/1/15,West,Chamomile,47,36,16
2/1/14,West,Darjeeling,47,-14,37
8/1/14,West,Lemon,314,125,72
2/1/15,West,Decaf Irish Cream,200,79,64
2/1/14,South,Caffe Mocha,137,38,45
4/1/14,East,Mint,113,15,47
12/1/14,South,Decaf Espresso,154,82,40
2/1/14,West,Caffe Mocha,64,25,24
3/1/14,South,Decaf Irish Cream,195,80,38
8/1/14,West,Caffe Latte,68,2,14
2/1/15,East,Decaf Espresso,105,29,26
8/1/15,East,Darjeeling,70,16,19
7/1/14,West,Amaretto,56,5,15
8/1/15,West,Decaf Irish Cream,93,16,27
1/1/14,Central,Decaf Irish Cream,209,89,36
5/1/14,Central,Decaf Irish Cream,189,47,40
5/1/15,South,Caffe Mocha,48,25,27
5/1/14,West,Darjeeling,93,30,20
2/1/14,East,Decaf Irish Cream,242,157,99
10/1/15,East,Decaf Irish Cream,597,360,132
9/1/15,Central,Decaf Irish Cream,152,54,54
8/1/14,West,Darjeeling,229,82,40
8/1/14,Central,Lemon,54,7,22
8/1/14,West,Chamomile,334,138,148
2/1/14,East,Regular Espresso,123,-10,74
2/1/14,Central,Decaf Irish Cream,214,76,48
6/1/15,East,Darjeeling,92,31,36
11/1/14,East,Darjeeling,141,29,40
2/1/14,West,Decaf Irish Cream,149,59,45
10/1/14,South,Decaf Espresso,150,64,50
8/1/14,Central,Chamomile,385,230,125
5/1/14,Central,Darjeeling,117,30,41
2/1/14,West,Darjeeling,226,73,38
8/1/15,East,Regular Espresso,68,-15,17
11/1/14,West,Decaf Espresso,166,32,42
12/1/14,Central,Decaf Irish Cream,139,20,39
10/1/14,Central,Darjeeling,234,115,54
11/1/14,South,Decaf Irish Cream,156,42,53
11/1/15,East,Regular Espresso,310,283,95
2/1/14,South,Caffe Mocha,190,84,41
8/1/15,South,Lemon,61,26,26
9/1/15,East,Lemon,168,33,47
5/1/15,Central,Chamomile,321,156,55
5/1/14,East,Lemon,144,36,58
2/1/14,West,Caffe Mocha,101,20,22
10/1/15,South,Caffe Mocha,625,166,117
7/1/14,West,Darjeeling,165,66,49
8/1/14,Central,Decaf Espresso,614,197,74
1/1/14,Central,Decaf Irish Cream,186,49,43
8/1/14,West,Decaf Irish Cream,221,22,148
4/1/14,Central,Amaretto,115,17,36
8/1/15,Central,Darjeeling,54,18,14
12/1/14,Central,Colombian,461,163,96
12/1/14,Central,Caffe Mocha,82,-1,23
10/1/15,West,Chamomile,336,136,45
1/1/15,Central,Darjeeling,226,27,57
12/1/14,Central,Amaretto,56,3,35
2/1/15,East,Decaf Irish Cream,327,42,88
2/1/14,South,Caffe Mocha,177,96,56
8/1/15,East,Decaf Espresso,321,109,104
3/1/15,South,Caffe Mocha,157,49,34
8/1/15,Central,Decaf Irish Cream,77,30,23
2/1/14,East,Decaf Espresso,111,14,46
5/1/15,West,Decaf Irish Cream,148,53,39
8/1/14,Central,Decaf Irish Cream,349,145,63
2/1/14,Central,Darjeeling,197,89,33
1/1/15,South,Chamomile,109,34,42
12/1/14,Central,Mint,212,40,42
2/1/15,Central,Decaf Irish Cream,243,142,59
11/1/14,South,Decaf Irish Cream,509,116,127
2/1/15,Central,Darjeeling,136,-5,28
8/1/14,West,Decaf Irish Cream,173,33,53
8/1/14,East,Decaf Espresso,335,76,70
11/1/14,East,Lemon,84,-10,45
12/1/14,Central,Caffe Mocha,224,92,40
1/1/15,East,Decaf Irish Cream,236,47,68
11/1/14,East,Decaf Espresso,64,15,19
5/1/15,Central,Earl Grey,113,-15,66
8/1/15,Central,Chamomile,90,46,20
8/1/15,West,Lemon,93,30,23
2/1/14,West,Lemon,114,-10,68
3/1/15,West,Decaf Irish Cream,229,72,114
2/1/15,South,Caffe Mocha,277,54,59
3/1/15,East,Decaf Irish Cream,217,75,57
2/1/14,East,Lemon,171,4,60
8/1/15,Central,Decaf Irish Cream,88,27,20
2/1/15,South,Decaf Irish Cream,101,54,30
9/1/15,Central,Lemon,152,26,53
8/1/15,Central,Lemon,88,39,17
3/1/14,South,Caffe Latte,255,88,117
2/1/14,South,Decaf Espresso,121,-9,40
5/1/14,East,Decaf Espresso,119,57,21
5/1/14,Central,Decaf Irish Cream,145,42,35
2/1/15,West,Darjeeling,277,118,88
5/1/14,East,Darjeeling,107,25,20
1/1/15,South,Chamomile,107,50,28
5/1/14,South,Decaf Espresso,179,100,45
9/1/15,West,Caffe Mocha,158,19,53
12/1/14,West,Lemon,125,9,45
12/1/14,South,Caffe Latte,84,-4,45
2/1/14,West,Caffe Latte,65,37,23
8/1/15,East,Darjeeling,63,38,13
8/1/15,Central,Lemon,101,33,19
2/1/14,Central,Mint,206,56,81
2/1/15,South,Decaf Irish Cream,142,47,36
3/1/15,Central,Decaf Irish Cream,226,149,119
6/1/15,West,Decaf Espresso,551,247,127
10/1/14,South,Decaf Espresso,44,1,15
2/1/14,West,Decaf Irish Cream,115,18,44
7/1/14,East,Mint,257,136,46
2/1/14,South,Lemon,58,10,39
3/1/15,West,Lemon,675,219,125
11/1/15,Central,Darjeeling,521,211,114
5/1/15,Central,Colombian,620,397,98
11/1/15,Central,Caffe Mocha,72,29,23
1/1/15,South,Decaf Espresso,180,42,42
2/1/14,South,Caffe Latte,48,24,19
2/1/15,South,Decaf Irish Cream,144,-15,41
11/1/14,East,Darjeeling,91,23,47
4/1/15,Central,Caffe Mocha,206,65,39
1/1/15,West,Decaf Espresso,173,50,40
8/1/15,West,Lemon,65,14,31
9/1/15,Central,Decaf Irish Cream,108,22,31
10/1/14,Central,Decaf Irish Cream,202,33,46
5/1/15,Central,Decaf Irish Cream,149,56,44
11/1/14,East,Darjeeling,54,14,24
12/1/14,West,Darjeeling,146,48,41
9/1/15,South,Chamomile,137,42,37
5/1/14,East,Decaf Espresso,86,20,39
7/1/15,West,Lemon,608,229,125
1/1/14,Central,Decaf Irish Cream,187,79,61
1/1/14,Central,Decaf Irish Cream,171,78,35
2/1/14,West,Darjeeling,33,-7,42
2/1/15,South,Decaf Espresso,246,100,40
12/1/14,West,Lemon,80,-8,25
8/1/14,Central,Mint,320,142,44
12/1/14,Central,Decaf Irish Cream,51,7,32
8/1/15,West,Earl Grey,568,184,113
5/1/15,Central,Mint,70,-11,47
8/1/15,East,Chamomile,59,29,17
7/1/14,Central,Darjeeling,67,24,22
2/1/14,South,Lemon,137,18,53
11/1/14,East,Darjeeling,69,9,19
10/1/15,Central,Decaf Irish Cream,208,33,64
10/1/15,South,Caffe Mocha,108,-19,59
8/1/14,East,Lemon,135,13,55
8/1/15,Central,Lemon,367,153,108
2/1/15,East,Decaf Irish Cream,215,87,50
10/1/14,Central,Chamomile,189,82,44
3/1/15,Central,Decaf Espresso,140,39,42
5/1/15,West,Darjeeling,287,124,40
7/1/14,West,Caffe Mocha,198,21,57
2/1/15,East,Decaf Espresso,163,68,55
7/1/15,West,Lemon,631,288,138
2/1/15,Central,Darjeeling,280,130,74
7/1/14,Central,Decaf Irish Cream,71,0,19
5/1/15,Central,Decaf Irish Cream,60,21,17
10/1/15,East,Decaf Irish Cream,582,282,119
11/1/14,East,Chamomile,69,21,22
9/1/15,Central,Lemon,153,44,38
12/1/14,Central,Caffe Mocha,119,27,37
4/1/14,Central,Darjeeling,123,38,37
3/1/15,Central,Decaf Irish Cream,295,134,39
12/1/14,West,Decaf Irish Cream,114,8,42
7/1/14,Central,Earl Grey,311,82,71
8/1/15,East,Chamomile,77,48,21
3/1/14,East,Decaf Irish Cream,262,111,105
11/1/15,East,Decaf Espresso,88,62,20
10/1/14,South,Decaf Irish Cream,225,113,47
8/1/14,South,Caffe Latte,272,126,60
10/1/14,West,Darjeeling,84,-5,42
3/1/14,South,Caffe Mocha,203,68,37
10/1/15,West,Caffe Mocha,568,259,116
1/1/15,Central,Decaf Irish Cream,265,44,46
11/1/15,South,Chamomile,72,1,27
5/1/14,West,Earl Grey,299,143,62
7/1/14,West,Lemon,582,249,137
5/1/14,East,Decaf Irish Cream,139,32,52
4/1/14,Central,Darjeeling,116,47,33
8/1/14,West,Decaf Irish Cream,178,46,52
8/1/14,Central,Chamomile,277,95,71
8/1/15,Central,Darjeeling,608,259,98
2/1/14,West,Chamomile,56,32,22
4/1/14,West,Darjeeling,135,48,38
12/1/14,Central,Decaf Irish Cream,181,34,42
8/1/14,East,Decaf Irish Cream,255,75,67
7/1/14,Central,Decaf Irish Cream,73,4,18
2/1/14,West,Decaf Irish Cream,110,18,38
2/1/15,South,Caffe Mocha,159,12,85
2/1/15,East,Decaf Irish Cream,208,97,96
8/1/14,Central,Decaf Irish Cream,218,92,57
8/1/15,Central,Caffe Mocha,56,36,20
2/1/14,Central,Darjeeling,154,33,41
2/1/15,Central,Decaf Irish Cream,186,113,35
12/1/14,South,Decaf Irish Cream,126,17,42
2/1/15,West,Lemon,94,32,28
1/1/14,Central,Decaf Irish Cream,180,60,42
2/1/14,West,Chamomile,222,89,85
12/1/15,East,Decaf Espresso,217,167,48
3/1/14,West,Decaf Espresso,157,37,46
9/1/14,South,Decaf Irish Cream,246,110,58
7/1/14,Central,Decaf Irish Cream,68,8,34
12/1/14,Central,Caffe Mocha,104,3,48
11/1/14,West,Decaf Espresso,65,12,21
2/1/14,West,Lemon,97,37,29
2/1/14,South,Decaf Irish Cream,176,71,48
2/1/14,Central,Mint,253,109,35
10/1/14,South,Lemon,75,-6,39
12/1/14,Central,Decaf Irish Cream,92,38,38
6/1/15,West,Colombian,514,326,89
5/1/14,Central,Decaf Irish Cream,105,28,28
12/1/15,West,Chamomile,294,128,62
2/1/15,East,Decaf Espresso,49,57,15
3/1/15,West,Lemon,256,73,39
9/1/14,South,Lemon,151,-11,78
1/1/15,West,Caffe Mocha,260,62,90
11/1/15,Central,Caffe Mocha,553,183,81
5/1/14,West,Darjeeling,159,20,42
2/1/15,South,Decaf Irish Cream,87,55,19
2/1/15,South,Decaf Irish Cream,226,78,43
5/1/15,South,Lemon,97,33,24
7/1/14,West,Decaf Irish Cream,148,27,49
8/1/14,West,Caffe Mocha,289,101,144
5/1/15,West,Decaf Irish Cream,111,40,19
3/1/14,West,Darjeeling,100,39,37
7/1/14,West,Lemon,185,72,72
5/1/14,East,Decaf Espresso,196,100,54
10/1/14,Central,Darjeeling,303,143,42
8/1/15,Central,Chamomile,57,23,16
10/1/14,East,Lemon,92,12,47
1/1/14,Central,Decaf Irish Cream,138,50,41
10/1/14,West,Caffe Mocha,49,-1,21
10/1/15,Central,Lemon,62,25,20
10/1/14,West,Lemon,66,7,40
8/1/14,East,Darjeeling,70,-1,13
9/1/14,West,Decaf Irish Cream,141,32,60
1/1/15,West,Darjeeling,249,93,84
2/1/14,West,Darjeeling,180,70,49
10/1/15,South,Decaf Irish Cream,342,105,61
1/1/15,East,Decaf Espresso,124,25,60
5/1/15,West,Caffe Latte,468,247,82
10/1/14,West,Decaf Irish Cream,119,7,54
5/1/14,West,Decaf Espresso,142,28,62
10/1/14,West,Darjeeling,195,68,60
4/1/15,South,Lemon,204,53,40
1/1/15,West,Decaf Espresso,184,54,44
9/1/15,South,Decaf Espresso,149,29,41
9/1/15,East,Darjeeling,86,36,32
9/1/14,West,Mint,169,58,79
7/1/14,West,Darjeeling,184,94,68
3/1/14,West,Earl Grey,83,29,41
4/1/15,East,Decaf Irish Cream,583,251,126
10/1/15,West,Decaf Espresso,569,155,122
10/1/15,East,Decaf Irish Cream,662,295,110
10/1/14,East,Chamomile,104,16,23
10/1/14,East,Decaf Irish Cream,456,178,132
5/1/14,Central,Decaf Irish Cream,139,38,41
2/1/14,East,Lemon,110,16,48
8/1/14,Central,Decaf Espresso,581,148,123
12/1/14,Central,Decaf Irish Cream,121,36,52
8/1/15,West,Decaf Irish Cream,85,41,27
7/1/15,West,Decaf Espresso,23,15,10
11/1/14,South,Decaf Irish Cream,64,16,20
10/1/14,South,Decaf Irish Cream,70,11,23
12/1/14,South,Lemon,74,-19,45
4/1/14,East,Decaf Espresso,116,44,32
12/1/15,Central,Chamomile,320,133,65
7/1/15,Central,Darjeeling,103,44,29
4/1/14,East,Earl Grey,92,-8,36
12/1/14,East,Lemon,125,28,50
2/1/14,West,Mint,289,99,33
11/1/15,Central,Decaf Irish Cream,73,-5,26
8/1/14,East,Lemon,87,14,51
8/1/15,Central,Darjeeling,54,29,16
10/1/14,West,Decaf Irish Cream,71,-16,24
2/1/15,South,Decaf Irish Cream,238,68,59
8/1/15,Central,Lemon,94,36,16
2/1/14,West,Decaf Irish Cream,167,45,54
5/1/14,South,Decaf Irish Cream,180,47,45
10/1/14,Central,Decaf Irish Cream,149,47,45
8/1/14,West,Caffe Latte,63,10,14
2/1/14,Central,Lemon,280,121,115
1/1/14,West,Decaf Irish Cream,121,11,50
11/1/15,East,Regular Espresso,93,-5,25
4/1/14,South,Caffe Mocha,179,45,60
8/1/15,West,Decaf Irish Cream,111,16,151
5/1/14,Central,Darjeeling,98,19,20
7/1/15,South,Decaf Irish Cream,119,39,36
8/1/15,East,Decaf Irish Cream,247,129,65
2/1/15,South,Decaf Irish Cream,91,6,24
8/1/15,Central,Caffe Mocha,339,140,98
5/1/14,West,Decaf Irish Cream,125,31,38
1/1/15,Central,Caffe Mocha,309,74,115
2/1/14,West,Decaf Irish Cream,128,37,43
10/1/14,Central,Darjeeling,298,116,38
4/1/15,South,Decaf Irish Cream,561,229,129
6/1/15,Central,Darjeeling,106,39,34
4/1/14,East,Amaretto,119,-12,60
11/1/14,West,Lemon,89,28,26
1/1/15,East,Colombian,512,222,103
4/1/14,East,Decaf Espresso,96,6,33
3/1/14,West,Chamomile,199,123,59
7/1/14,West,Decaf Irish Cream,233,107,65
10/1/14,West,Decaf Espresso,455,183,79
2/1/14,West,Decaf Espresso,107,18,49
8/1/15,East,Decaf Irish Cream,223,56,63
8/1/14,South,Chamomile,125,8,40
4/1/14,East,Regular Espresso,86,0,35
4/1/14,Central,Decaf Espresso,106,14,35
8/1/15,Central,Decaf Irish Cream,236,42,66
2/1/14,Central,Lemon,205,76,37
8/1/14,Central,Decaf Irish Cream,179,43,55
12/1/14,Central,Chamomile,176,44,53
8/1/14,West,Decaf Irish Cream,73,19,20
4/1/14,South,Decaf Espresso,160,14,56
3/1/15,East,Decaf Irish Cream,309,222,101
2/1/14,East,Decaf Irish Cream,191,46,97
8/1/14,West,Mint,364,190,130
10/1/15,Central,Earl Grey,543,254,122
3/1/14,South,Lemon,189,40,53
1/1/14,Central,Decaf Irish Cream,234,41,89
12/1/15,West,Lemon,577,253,132
2/1/15,West,Decaf Irish Cream,95,23,46
12/1/15,South,Decaf Espresso,144,66,53
5/1/15,Central,Decaf Irish Cream,159,46,40
11/1/15,Central,Caffe Mocha,317,149,111
8/1/15,Central,Darjeeling,128,26,30
7/1/14,West,Darjeeling,363,126,63
9/1/14,Central,Lemon,254,70,46
10/1/14,East,Decaf Espresso,298,97,57
10/1/14,West,Darjeeling,212,99,57
8/1/15,Central,Chamomile,83,42,20
11/1/14,Central,Decaf Espresso,73,34,20
12/1/14,Central,Decaf Espresso,115,42,40
2/1/14,East,Chamomile,51,19,21
10/1/15,West,Darjeeling,325,115,55
11/1/15,Central,Caffe Mocha,315,202,91
11/1/15,East,Darjeeling,60,20,25
5/1/14,East,Lemon,148,29,57
2/1/14,East,Chamomile,113,25,29
8/1/15,Central,Decaf Irish Cream,52,22,17
11/1/15,Central,Darjeeling,119,-2,47
3/1/15,West,Darjeeling,160,0,38
6/1/15,West,Caffe Mocha,484,181,87
11/1/15,South,Lemon,121,17,33
2/1/14,Central,Darjeeling,61,-7,40
9/1/15,East,Darjeeling,65,33,15
10/1/14,South,Decaf Irish Cream,215,82,49
10/1/14,East,Darjeeling,57,1,17
2/1/14,West,Caffe Mocha,120,19,23
2/1/15,Central,Decaf Irish Cream,317,155,90
12/1/14,East,Caffe Mocha,322,117,64
8/1/14,West,Darjeeling,244,102,40
10/1/14,Central,Decaf Irish Cream,190,65,65
5/1/15,Central,Decaf Irish Cream,169,39,60
10/1/15,West,Darjeeling,615,144,93
12/1/14,East,Earl Grey,145,35,39
2/1/15,West,Lemon,107,29,32
8/1/15,Central,Caffe Mocha,72,22,20
11/1/15,Central,Darjeeling,539,171,108
2/1/14,West,Chamomile,331,95,104
5/1/14,East,Decaf Espresso,187,131,54
12/1/14,West,Amaretto,123,8,38
10/1/14,Central,Chamomile,257,154,42
3/1/15,East,Decaf Irish Cream,238,87,57
9/1/15,West,Caffe Mocha,269,49,57
2/1/14,West,Caffe Latte,51,28,22
9/1/15,West,Mint,248,48,51
4/1/15,West,Darjeeling,210,50,43
6/1/14,East,Darjeeling,48,10,13
8/1/14,East,Decaf Irish Cream,337,234,160
8/1/15,Central,Decaf Espresso,65,16,22
7/1/14,West,Darjeeling,137,10,79
4/1/14,East,Caffe Mocha,125,3,114
8/1/14,Central,Mint,146,15,41
2/1/14,Central,Darjeeling,169,114,42
11/1/15,East,Decaf Irish Cream,295,164,43
5/1/15,South,Chamomile,86,30,19
6/1/14,South,Caffe Mocha,46,-23,28
10/1/14,West,Chamomile,96,21,25
2/1/14,South,Chamomile,47,18,27
10/1/15,East,Regular Espresso,649,201,122
12/1/14,Central,Decaf Irish Cream,133,27,41
6/1/14,West,Decaf Irish Cream,139,1,44
2/1/15,South,Decaf Irish Cream,250,81,103
11/1/15,South,Caffe Mocha,126,-15,65
2/1/14,West,Darjeeling,119,47,50
1/1/15,South,Chamomile,477,120,94
7/1/14,West,Decaf Irish Cream,117,56,48
7/1/14,West,Darjeeling,303,128,64
4/1/14,South,Decaf Espresso,125,-1,45
2/1/14,Central,Caffe Mocha,108,25,23
5/1/14,South,Decaf Irish Cream,173,51,36
10/1/14,South,Decaf Irish Cream,119,1,30
8/1/14,East,Lemon,95,29,42
8/1/15,Central,Darjeeling,55,11,24
9/1/15,South,Caffe Mocha,95,17,37
2/1/14,East,Chamomile,105,10,40
1/1/14,Central,Decaf Irish Cream,85,-1,48
5/1/14,West,Decaf Irish Cream,124,3,50
10/1/15,Central,Caffe Mocha,322,115,37
3/1/15,Central,Decaf Irish Cream,219,90,35
8/1/15,East,Colombian,642,223,128
3/1/15,Central,Amaretto,248,66,38
3/1/15,Central,Chamomile,591,183,125
11/1/15,Central,Caffe Mocha,227,140,35
10/1/15,South,Caffe Latte,287,123,95
1/1/14,East,Decaf Irish Cream,135,-8,116
10/1/14,Central,Darjeeling,62,-8,22
8/1/14,East,Chamomile,97,20,48
9/1/14,South,Decaf Irish Cream,260,43,80
10/1/14,South,Lemon,288,96,61
7/1/14,South,Caffe Mocha,215,63,60
4/1/14,West,Darjeeling,136,-4,93
8/1/15,East,Darjeeling,77,25,17
1/1/14,South,Caffe Mocha,201,53,65
8/1/14,Central,Decaf Irish Cream,162,40,43
11/1/14,East,Darjeeling,93,38,21
