Ddate,Market,Product,Product Type,Sales,Profit,Expenses
1/1/13,West,Darjeeling,Tea,68,1,23
11/1/13,West,Caffe Mocha,Espresso,134,39,41
8/1/13,East,Darjeeling,Tea,88,5,14
12/1/12,Central,Decaf Irish Cream,Coffee,126,33,43
4/1/12,West,Decaf Espresso,Espresso,112,36,36
12/1/12,Central,Earl Grey,Tea,137,17,36
1/1/12,West,Darjeeling,Tea,126,56,50
8/1/13,South,Lemon,Herbal Tea,71,38,25
8/1/13,East,Lemon,Herbal Tea,74,22,25
5/1/12,West,Caffe Latte,Espresso,485,140,92
7/1/12,East,Decaf Espresso,Espresso,193,103,62
10/1/13,Central,Decaf Espresso,Espresso,554,165,112
11/1/13,East,Regular Espresso,Espresso,123,-8,75
10/1/12,East,Decaf Irish Cream,Coffee,307,138,43
12/1/12,West,Decaf Irish Cream,Coffee,111,13,40
5/1/13,South,Decaf Irish Cream,Coffee,65,25,22
5/1/13,East,Caffe Mocha,Espresso,566,293,115
5/1/12,South,Decaf Espresso,Espresso,192,14,52
9/1/12,West,Decaf Irish Cream,Coffee,213,39,61
2/1/12,West,Decaf Irish Cream,Coffee,119,-3,100
10/1/12,Central,Decaf Irish Cream,Coffee,57,2,20
2/1/12,West,Caffe Mocha,Espresso,104,26,26
8/1/12,West,Chamomile,Herbal Tea,360,106,163
5/1/13,South,Decaf Irish Cream,Coffee,94,37,19
10/1/12,Central,Darjeeling,Tea,103,10,39
9/1/12,Central,Lemon,Herbal Tea,142,48,45
2/1/12,South,Lemon,Herbal Tea,125,6,58
2/1/12,West,Decaf Espresso,Espresso,267,90,84
4/1/12,West,Earl Grey,Tea,159,-3,91
10/1/12,West,Decaf Espresso,Espresso,276,108,45
7/1/13,West,Decaf Irish Cream,Coffee,72,2,44
4/1/12,West,Decaf Irish Cream,Coffee,49,13,32
11/1/13,East,Regular Espresso,Espresso,99,-18,43
2/1/12,West,Caffe Mocha,Espresso,57,8,17
9/1/13,West,Caffe Mocha,Espresso,151,27,102
8/1/13,Central,Decaf Irish Cream,Coffee,77,21,16
2/1/13,South,Colombian,Coffee,240,92,45
2/1/12,Central,Lemon,Herbal Tea,212,83,37
2/1/12,East,Lemon,Herbal Tea,312,176,90
6/1/13,Central,Lemon,Herbal Tea,499,145,94
2/1/12,Central,Decaf Irish Cream,Coffee,185,70,36
1/1/13,East,Decaf Espresso,Espresso,261,57,56
10/1/13,East,Lemon,Herbal Tea,365,185,115
8/1/13,Central,Decaf Irish Cream,Coffee,115,34,33
8/1/13,Central,Decaf Irish Cream,Coffee,78,13,17
10/1/13,Central,Lemon,Herbal Tea,576,192,124
12/1/12,Central,Lemon,Herbal Tea,57,0,32
3/1/12,East,Darjeeling,Tea,97,5,29
11/1/12,East,Darjeeling,Tea,74,15,22
10/1/13,South,Decaf Irish Cream,Coffee,312,94,117
5/1/12,West,Chamomile,Herbal Tea,183,51,50
10/1/12,East,Decaf Espresso,Espresso,198,85,61
2/1/12,Central,Mint,Herbal Tea,123,16,43
12/1/12,South,Decaf Irish Cream,Coffee,150,16,58
8/1/13,Central,Decaf Irish Cream,Coffee,79,36,19
2/1/12,Central,Mint,Herbal Tea,217,96,32
6/1/13,West,Lemon,Herbal Tea,537,215,117
2/1/12,Central,Mint,Herbal Tea,188,103,36
12/1/12,West,Decaf Irish Cream,Coffee,110,21,41
12/1/12,South,Decaf Irish Cream,Coffee,190,87,45
7/1/12,South,Chamomile,Herbal Tea,65,18,13
1/1/12,Central,Decaf Irish Cream,Coffee,78,22,39
9/1/13,Central,Decaf Irish Cream,Coffee,237,63,48
2/1/12,Central,Mint,Herbal Tea,105,4,38
12/1/12,West,Decaf Irish Cream,Coffee,239,17,116
8/1/12,Central,Lemon,Herbal Tea,91,63,27
9/1/12,Central,Lemon,Herbal Tea,260,73,61
11/1/12,West,Decaf Espresso,Espresso,113,16,42
2/1/12,East,Decaf Irish Cream,Coffee,176,12,65
3/1/12,Central,Lemon,Herbal Tea,116,-20,44
10/1/12,West,Decaf Irish Cream,Coffee,190,46,60
11/1/13,East,Darjeeling,Tea,131,32,40
2/1/12,Central,Chamomile,Herbal Tea,267,112,78
12/1/12,East,Amaretto,Coffee,105,12,63
10/1/12,East,Decaf Espresso,Espresso,299,105,61
10/1/12,South,Decaf Irish Cream,Coffee,132,18,55
8/1/12,East,Chamomile,Herbal Tea,76,15,21
5/1/13,Central,Darjeeling,Tea,236,-7,72
11/1/12,East,Darjeeling,Tea,76,21,19
2/1/12,West,Decaf Espresso,Espresso,285,124,111
7/1/12,South,Caffe Mocha,Espresso,611,177,147
10/1/12,West,Darjeeling,Tea,199,85,38
4/1/13,Central,Lemon,Herbal Tea,159,54,37
1/1/12,Central,Decaf Irish Cream,Coffee,190,60,48
8/1/12,West,Decaf Espresso,Espresso,309,185,117
10/1/12,South,Decaf Irish Cream,Coffee,114,18,21
12/1/12,East,Darjeeling,Tea,68,19,17
6/1/12,West,Decaf Espresso,Espresso,209,128,57
10/1/12,South,Decaf Irish Cream,Coffee,78,32,27
1/1/13,East,Darjeeling,Tea,163,69,47
8/1/13,East,Decaf Irish Cream,Coffee,271,127,67
11/1/12,East,Decaf Espresso,Espresso,93,16,20
3/1/12,Central,Darjeeling,Tea,113,28,37
10/1/13,East,Chamomile,Herbal Tea,124,42,24
4/1/12,West,Darjeeling,Tea,190,47,49
2/1/12,West,Chamomile,Herbal Tea,306,87,34
5/1/13,Central,Caffe Mocha,Espresso,121,39,34
10/1/12,East,Darjeeling,Tea,65,8,23
2/1/12,Central,Lemon,Herbal Tea,246,119,30
10/1/12,East,Decaf Irish Cream,Coffee,230,108,62
2/1/12,West,Mint,Herbal Tea,268,66,100
5/1/13,Central,Lemon,Herbal Tea,564,224,128
10/1/12,East,Lemon,Herbal Tea,104,13,43
8/1/13,East,Darjeeling,Tea,60,22,24
7/1/13,West,Decaf Espresso,Espresso,51,18,17
3/1/12,South,Lemon,Herbal Tea,103,7,55
2/1/12,Central,Decaf Irish Cream,Coffee,204,84,63
2/1/12,East,Mint,Herbal Tea,106,10,40
1/1/13,West,Chamomile,Herbal Tea,464,195,119
7/1/12,East,Decaf Irish Cream,Coffee,303,306,141
9/1/13,South,Chamomile,Herbal Tea,88,40,31
12/1/13,South,Caffe Mocha,Espresso,572,293,91
10/1/13,East,Darjeeling,Tea,235,102,40
2/1/12,South,Chamomile,Herbal Tea,202,103,37
4/1/12,Central,Caffe Mocha,Espresso,114,26,38
10/1/12,Central,Chamomile,Herbal Tea,59,6,26
2/1/12,Central,Lemon,Herbal Tea,287,89,105
2/1/12,East,Decaf Espresso,Espresso,110,47,45
2/1/12,West,Mint,Herbal Tea,104,-3,50
7/1/13,South,Decaf Irish Cream,Coffee,65,-5,26
11/1/12,East,Darjeeling,Tea,76,11,20
2/1/12,East,Decaf Irish Cream,Coffee,219,54,91
10/1/12,West,Decaf Irish Cream,Coffee,145,20,47
5/1/12,South,Caffe Latte,Espresso,184,40,43
11/1/13,Central,Darjeeling,Tea,75,-4,42
11/1/12,East,Darjeeling,Tea,62,11,21
10/1/12,Central,Darjeeling,Tea,275,112,54
4/1/13,South,Chamomile,Herbal Tea,98,42,40
9/1/13,East,Decaf Irish Cream,Coffee,339,497,136
10/1/12,West,Lemon,Herbal Tea,156,40,46
8/1/12,East,Decaf Irish Cream,Coffee,379,130,73
2/1/12,West,Chamomile,Herbal Tea,152,1,53
5/1/12,East,Darjeeling,Tea,110,24,42
2/1/12,East,Mint,Herbal Tea,189,26,39
2/1/12,West,Darjeeling,Tea,300,117,39
1/1/12,Central,Decaf Irish Cream,Coffee,234,67,42
2/1/12,Central,Decaf Irish Cream,Coffee,119,70,51
2/1/12,East,Amaretto,Coffee,128,12,50
5/1/12,West,Darjeeling,Tea,262,137,58
5/1/13,East,Decaf Irish Cream,Coffee,139,45,41
10/1/12,South,Lemon,Herbal Tea,87,3,40
7/1/12,West,Chamomile,Herbal Tea,71,9,16
5/1/13,South,Caffe Latte,Espresso,69,28,21
5/1/13,Central,Decaf Irish Cream,Coffee,138,53,37
4/1/12,South,Decaf Irish Cream,Coffee,109,15,34
7/1/13,Central,Decaf Espresso,Espresso,529,252,121
5/1/12,West,Decaf Irish Cream,Coffee,141,15,44
8/1/12,Central,Decaf Irish Cream,Coffee,206,122,44
8/1/13,East,Lemon,Herbal Tea,345,152,118
2/1/13,Central,Decaf Irish Cream,Coffee,306,133,58
4/1/12,West,Mint,Herbal Tea,184,38,37
1/1/12,East,Decaf Espresso,Espresso,132,14,27
3/1/12,East,Chamomile,Herbal Tea,46,5,16
12/1/12,West,Decaf Irish Cream,Coffee,531,229,134
9/1/12,East,Chamomile,Herbal Tea,97,29,29
12/1/12,Central,Decaf Irish Cream,Coffee,54,2,36
2/1/12,South,Decaf Irish Cream,Coffee,49,17,27
1/1/12,Central,Darjeeling,Tea,128,56,42
5/1/13,West,Caffe Latte,Espresso,541,315,99
12/1/12,Central,Decaf Irish Cream,Coffee,200,92,45
12/1/12,Central,Decaf Irish Cream,Coffee,57,6,35
11/1/13,West,Decaf Espresso,Espresso,131,76,24
12/1/12,Central,Decaf Espresso,Espresso,192,84,43
3/1/12,West,Darjeeling,Tea,186,104,42
5/1/12,East,Lemon,Herbal Tea,205,54,44
8/1/13,West,Darjeeling,Tea,72,16,21
4/1/13,West,Decaf Espresso,Espresso,173,47,36
2/1/12,South,Lemon,Herbal Tea,112,32,25
2/1/12,Central,Lemon,Herbal Tea,165,59,33
3/1/13,West,Darjeeling,Tea,135,-12,88
9/1/12,West,Decaf Irish Cream,Coffee,85,19,42
10/1/12,West,Decaf Irish Cream,Coffee,94,8,97
3/1/12,Central,Decaf Irish Cream,Coffee,109,18,33
5/1/12,East,Decaf Irish Cream,Coffee,197,31,54
8/1/13,East,Decaf Irish Cream,Coffee,247,56,70
5/1/13,West,Chamomile,Herbal Tea,56,33,17
7/1/12,East,Decaf Irish Cream,Coffee,248,109,63
7/1/13,West,Caffe Latte,Espresso,105,35,14
4/1/12,Central,Earl Grey,Tea,220,131,60
10/1/12,South,Decaf Irish Cream,Coffee,99,12,22
10/1/13,West,Chamomile,Herbal Tea,598,201,101
3/1/13,Central,Darjeeling,Tea,153,39,41
1/1/12,Central,Decaf Irish Cream,Coffee,155,85,40
5/1/13,West,Chamomile,Herbal Tea,103,38,23
2/1/12,West,Caffe Mocha,Espresso,105,6,46
4/1/12,East,Earl Grey,Tea,96,1,78
11/1/13,South,Chamomile,Herbal Tea,74,3,25
7/1/12,West,Caffe Mocha,Espresso,193,85,71
8/1/13,East,Decaf Espresso,Espresso,328,140,59
8/1/12,West,Caffe Mocha,Espresso,248,25,132
3/1/13,East,Decaf Irish Cream,Coffee,239,87,47
8/1/13,West,Chamomile,Herbal Tea,94,39,15
8/1/12,South,Chamomile,Herbal Tea,65,10,16
8/1/12,Central,Decaf Irish Cream,Coffee,185,54,47
10/1/13,West,Darjeeling,Tea,464,149,87
6/1/12,West,Decaf Irish Cream,Coffee,130,40,53
1/1/12,West,Decaf Espresso,Espresso,147,28,51
9/1/13,Central,Decaf Irish Cream,Coffee,224,25,53
12/1/12,South,Caffe Mocha,Espresso,92,-22,46
10/1/12,East,Decaf Espresso,Espresso,312,118,60
5/1/13,Central,Decaf Irish Cream,Coffee,72,33,19
10/1/12,Central,Chamomile,Herbal Tea,251,18,47
5/1/12,Central,Decaf Irish Cream,Coffee,123,34,34
3/1/12,South,Caffe Mocha,Espresso,198,20,37
2/1/13,West,Caffe Mocha,Espresso,94,54,22
8/1/12,West,Darjeeling,Tea,157,64,52
8/1/12,West,Decaf Irish Cream,Coffee,125,25,48
10/1/13,Central,Caffe Mocha,Espresso,300,201,120
5/1/12,Central,Darjeeling,Tea,134,28,43
2/1/13,West,Lemon,Herbal Tea,207,58,39
9/1/13,East,Darjeeling,Tea,92,27,35
8/1/12,East,Darjeeling,Tea,66,-4,18
6/1/13,East,Decaf Irish Cream,Coffee,564,145,62
2/1/12,West,Decaf Irish Cream,Coffee,136,-6,47
2/1/13,South,Decaf Irish Cream,Coffee,164,66,42
4/1/12,Central,Lemon,Herbal Tea,154,43,42
1/1/12,East,Darjeeling,Tea,62,21,21
8/1/12,West,Caffe Mocha,Espresso,333,168,141
2/1/13,West,Decaf Irish Cream,Coffee,120,26,50
9/1/13,Central,Lemon,Herbal Tea,97,35,38
8/1/13,East,Regular Espresso,Espresso,394,137,94
8/1/13,Central,Chamomile,Herbal Tea,51,30,16
7/1/13,West,Decaf Espresso,Espresso,50,32,12
8/1/13,East,Chamomile,Herbal Tea,81,40,17
7/1/12,West,Darjeeling,Tea,56,14,15
8/1/12,West,Decaf Irish Cream,Coffee,228,93,67
2/1/12,West,Caffe Mocha,Espresso,110,22,21
7/1/13,Central,Caffe Mocha,Espresso,49,18,13
8/1/12,Central,Amaretto,Coffee,101,10,24
8/1/12,West,Darjeeling,Tea,370,114,43
10/1/13,West,Darjeeling,Tea,310,137,108
11/1/12,East,Caffe Mocha,Espresso,100,24,32
3/1/13,West,Colombian,Coffee,667,177,141
5/1/13,West,Decaf Irish Cream,Coffee,96,26,48
10/1/13,East,Decaf Irish Cream,Coffee,540,259,48
5/1/12,West,Mint,Herbal Tea,132,35,51
5/1/13,West,Caffe Latte,Espresso,35,48,19
2/1/12,West,Decaf Espresso,Espresso,110,17,48
2/1/12,East,Darjeeling,Tea,119,11,26
4/1/12,Central,Decaf Espresso,Espresso,49,13,19
2/1/12,West,Caffe Mocha,Espresso,104,48,27
9/1/12,West,Decaf Irish Cream,Coffee,135,1,114
8/1/12,West,Decaf Irish Cream,Coffee,258,46,70
7/1/13,West,Decaf Espresso,Espresso,56,18,15
10/1/13,Central,Earl Grey,Tea,311,167,39
2/1/12,West,Decaf Espresso,Espresso,116,33,28
4/1/13,West,Chamomile,Herbal Tea,166,74,53
2/1/12,East,Chamomile,Herbal Tea,52,29,20
3/1/13,Central,Caffe Mocha,Espresso,331,193,42
10/1/12,West,Darjeeling,Tea,277,85,50
3/1/13,Central,Decaf Irish Cream,Coffee,319,99,41
1/1/13,West,Decaf Espresso,Espresso,236,154,89
7/1/12,West,Caffe Mocha,Espresso,279,24,72
1/1/12,East,Decaf Irish Cream,Coffee,202,23,59
9/1/12,East,Lemon,Herbal Tea,266,137,86
11/1/12,Central,Darjeeling,Tea,70,-7,20
5/1/13,West,Lemon,Herbal Tea,275,99,65
2/1/12,Central,Lemon,Herbal Tea,122,37,50
8/1/12,South,Lemon,Herbal Tea,109,19,23
2/1/12,Central,Chamomile,Herbal Tea,286,113,37
9/1/12,West,Decaf Irish Cream,Coffee,240,16,122
8/1/13,East,Darjeeling,Tea,68,23,16
4/1/12,West,Darjeeling,Tea,146,57,35
8/1/13,East,Decaf Irish Cream,Coffee,708,362,136
2/1/12,Central,Caffe Mocha,Espresso,227,132,30
8/1/12,Central,Chamomile,Herbal Tea,85,16,19
10/1/12,South,Decaf Irish Cream,Coffee,45,16,19
5/1/13,East,Darjeeling,Tea,61,-9,45
10/1/12,West,Lemon,Herbal Tea,145,34,44
4/1/12,East,Caffe Mocha,Espresso,128,-5,45
12/1/12,Central,Darjeeling,Tea,249,118,46
8/1/12,East,Chamomile,Herbal Tea,97,18,51
8/1/12,East,Lemon,Herbal Tea,97,31,45
4/1/12,Central,Decaf Irish Cream,Coffee,141,47,41
1/1/13,West,Decaf Espresso,Espresso,484,139,92
8/1/12,East,Chamomile,Herbal Tea,76,17,20
10/1/12,West,Decaf Irish Cream,Coffee,69,-8,19
5/1/13,South,Decaf Irish Cream,Coffee,133,28,23
7/1/12,East,Decaf Espresso,Espresso,121,13,50
1/1/12,Central,Decaf Irish Cream,Coffee,103,-7,57
8/1/12,Central,Decaf Irish Cream,Coffee,164,32,52
8/1/13,Central,Chamomile,Herbal Tea,54,10,17
10/1/12,West,Darjeeling,Tea,162,7,44
10/1/13,West,Chamomile,Herbal Tea,321,146,101
3/1/13,East,Colombian,Coffee,332,209,106
8/1/12,West,Decaf Irish Cream,Coffee,219,56,68
5/1/13,South,Decaf Irish Cream,Coffee,215,64,47
5/1/13,East,Decaf Irish Cream,Coffee,502,181,112
12/1/12,Central,Chamomile,Herbal Tea,54,11,19
5/1/13,South,Decaf Irish Cream,Coffee,33,43,27
7/1/13,West,Caffe Latte,Espresso,100,43,15
12/1/12,South,Decaf Irish Cream,Coffee,150,43,57
11/1/13,West,Darjeeling,Tea,84,19,23
12/1/12,Central,Caffe Mocha,Espresso,221,117,64
9/1/13,Central,Decaf Irish Cream,Coffee,214,138,48
2/1/12,West,Decaf Irish Cream,Coffee,167,55,93
11/1/12,East,Darjeeling,Tea,78,34,24
8/1/12,West,Darjeeling,Tea,272,62,93
11/1/12,Central,Caffe Mocha,Espresso,269,110,56
5/1/13,Central,Lemon,Herbal Tea,259,109,37
5/1/12,East,Decaf Espresso,Espresso,181,105,48
1/1/13,Central,Decaf Espresso,Espresso,415,173,84
6/1/13,Central,Colombian,Coffee,552,229,89
11/1/13,Central,Decaf Espresso,Espresso,497,162,60
8/1/12,Central,Lemon,Herbal Tea,28,0,14
11/1/13,Central,Darjeeling,Tea,136,31,46
12/1/12,West,Darjeeling,Tea,118,33,35
7/1/12,Central,Decaf Irish Cream,Coffee,63,6,34
3/1/13,Central,Decaf Irish Cream,Coffee,218,97,39
10/1/13,South,Caffe Mocha,Espresso,218,132,48
1/1/13,Central,Decaf Irish Cream,Coffee,229,111,56
2/1/12,East,Decaf Irish Cream,Coffee,219,74,56
2/1/12,Central,Decaf Irish Cream,Coffee,51,24,24
1/1/13,South,Decaf Espresso,Espresso,133,46,42
1/1/12,Central,Decaf Irish Cream,Coffee,255,112,109
10/1/12,East,Darjeeling,Tea,108,72,37
5/1/13,Central,Chamomile,Herbal Tea,509,209,130
9/1/13,East,Decaf Irish Cream,Coffee,207,36,54
4/1/12,South,Caffe Mocha,Espresso,182,36,56
7/1/12,East,Caffe Mocha,Espresso,111,2,55
3/1/13,West,Chamomile,Herbal Tea,360,117,51
4/1/12,West,Decaf Irish Cream,Coffee,173,33,56
8/1/13,Central,Decaf Irish Cream,Coffee,62,18,27
2/1/12,Central,Chamomile,Herbal Tea,224,104,36
2/1/12,Central,Decaf Irish Cream,Coffee,131,0,66
12/1/12,East,Decaf Irish Cream,Coffee,546,306,146
1/1/13,Central,Darjeeling,Tea,157,62,37
7/1/12,Central,Decaf Irish Cream,Coffee,79,9,38
7/1/13,West,Decaf Espresso,Espresso,353,147,63
1/1/13,Central,Decaf Irish Cream,Coffee,186,124,42
8/1/13,East,Decaf Irish Cream,Coffee,536,610,127
8/1/13,South,Decaf Irish Cream,Coffee,73,42,28
10/1/12,West,Decaf Irish Cream,Coffee,124,13,61
7/1/12,Central,Decaf Espresso,Espresso,585,189,51
2/1/12,East,Decaf Irish Cream,Coffee,135,11,59
2/1/12,East,Darjeeling,Tea,74,37,24
2/1/12,West,Chamomile,Herbal Tea,83,28,25
4/1/13,Central,Caffe Mocha,Espresso,199,129,37
10/1/12,East,Decaf Irish Cream,Coffee,287,51,57
10/1/12,West,Darjeeling,Tea,524,166,101
5/1/13,West,Lemon,Herbal Tea,116,65,27
9/1/12,Central,Decaf Irish Cream,Coffee,164,62,77
5/1/13,Central,Darjeeling,Tea,82,-26,46
12/1/12,West,Darjeeling,Tea,127,89,41
5/1/13,Central,Decaf Irish Cream,Coffee,59,39,19
8/1/12,West,Caffe Mocha,Espresso,223,78,76
7/1/12,West,Mint,Herbal Tea,181,19,48
1/1/13,Central,Lemon,Herbal Tea,234,50,64
10/1/12,Central,Decaf Irish Cream,Coffee,190,59,66
7/1/13,Central,Decaf Espresso,Espresso,63,28,20
12/1/12,Central,Chamomile,Herbal Tea,171,0,72
2/1/13,West,Decaf Irish Cream,Coffee,96,38,45
3/1/13,South,Decaf Espresso,Espresso,139,42,41
8/1/12,West,Decaf Irish Cream,Coffee,90,15,36
2/1/12,South,Caffe Mocha,Espresso,48,15,22
5/1/12,South,Chamomile,Herbal Tea,282,37,66
7/1/12,East,Decaf Espresso,Espresso,223,81,65
6/1/12,West,Decaf Espresso,Espresso,467,140,78
4/1/12,West,Darjeeling,Tea,139,65,44
2/1/12,South,Caffe Mocha,Espresso,112,-11,32
8/1/12,Central,Decaf Espresso,Espresso,57,3,19
4/1/12,South,Decaf Espresso,Espresso,172,46,35
5/1/13,Central,Lemon,Herbal Tea,120,36,22
3/1/12,East,Decaf Espresso,Espresso,121,14,39
2/1/13,West,Decaf Irish Cream,Coffee,87,10,53
8/1/13,East,Decaf Irish Cream,Coffee,368,166,66
2/1/13,West,Decaf Espresso,Espresso,119,22,23
8/1/13,Central,Chamomile,Herbal Tea,80,30,14
3/1/13,West,Lemon,Herbal Tea,622,207,129
10/1/12,South,Caffe Latte,Espresso,127,13,50
5/1/13,Central,Caffe Mocha,Espresso,589,260,112
10/1/12,East,Decaf Irish Cream,Coffee,294,102,58
8/1/12,West,Decaf Irish Cream,Coffee,203,27,146
8/1/13,Central,Chamomile,Herbal Tea,55,15,17
5/1/12,Central,Darjeeling,Tea,186,34,51
8/1/12,West,Decaf Irish Cream,Coffee,132,21,45
9/1/13,West,Caffe Mocha,Espresso,59,27,14
2/1/12,West,Decaf Espresso,Espresso,46,7,18
5/1/13,West,Lemon,Herbal Tea,515,157,98
10/1/13,West,Lemon,Herbal Tea,68,21,20
10/1/12,West,Darjeeling,Tea,271,87,62
12/1/12,East,Caffe Mocha,Espresso,597,363,145
10/1/13,West,Darjeeling,Tea,515,182,87
11/1/13,Central,Darjeeling,Tea,134,47,28
5/1/12,Central,Decaf Irish Cream,Coffee,178,59,55
10/1/12,East,Darjeeling,Tea,65,6,15
1/1/12,East,Darjeeling,Tea,114,24,44
2/1/12,East,Decaf Espresso,Espresso,71,35,19
1/1/12,West,Decaf Espresso,Espresso,140,22,26
8/1/12,West,Decaf Irish Cream,Coffee,193,15,56
10/1/13,Central,Chamomile,Herbal Tea,66,49,20
5/1/13,South,Caffe Mocha,Espresso,122,62,28
10/1/12,Central,Darjeeling,Tea,217,95,48
2/1/12,West,Mint,Herbal Tea,274,93,41
12/1/12,West,Decaf Irish Cream,Coffee,98,-8,38
4/1/12,West,Darjeeling,Tea,87,58,35
10/1/12,West,Darjeeling,Tea,210,109,38
4/1/12,East,Darjeeling,Tea,122,33,33
2/1/12,Central,Earl Grey,Tea,277,147,96
5/1/13,West,Chamomile,Herbal Tea,85,50,25
1/1/12,Central,Decaf Irish Cream,Coffee,280,172,75
2/1/12,East,Chamomile,Herbal Tea,106,11,21
8/1/12,East,Decaf Espresso,Espresso,212,10,61
2/1/12,East,Lemon,Herbal Tea,227,82,62
2/1/12,Central,Darjeeling,Tea,283,143,38
2/1/12,West,Darjeeling,Tea,149,30,38
7/1/13,East,Darjeeling,Tea,118,37,19
10/1/12,West,Mint,Herbal Tea,275,77,64
8/1/13,Central,Chamomile,Herbal Tea,89,21,19
8/1/12,East,Lemon,Herbal Tea,65,4,42
11/1/12,West,Decaf Espresso,Espresso,89,29,22
5/1/12,West,Decaf Irish Cream,Coffee,184,66,51
2/1/12,Central,Mint,Herbal Tea,236,85,39
5/1/13,Central,Lemon,Herbal Tea,571,226,104
5/1/13,Central,Lemon,Herbal Tea,118,41,39
5/1/12,Central,Decaf Irish Cream,Coffee,120,24,37
8/1/12,Central,Decaf Irish Cream,Coffee,95,26,19
2/1/12,Central,Darjeeling,Tea,114,21,48
5/1/13,South,Decaf Irish Cream,Coffee,104,38,21
8/1/12,Central,Chamomile,Herbal Tea,67,-1,33
5/1/13,Central,Decaf Irish Cream,Coffee,190,58,40
11/1/12,West,Decaf Espresso,Espresso,62,16,18
12/1/12,East,Regular Espresso,Espresso,59,-3,26
10/1/12,East,Darjeeling,Tea,86,7,17
5/1/13,East,Caffe Mocha,Espresso,624,215,147
3/1/12,South,Decaf Irish Cream,Coffee,204,94,59
8/1/12,Central,Caffe Mocha,Espresso,62,13,19
1/1/12,East,Lemon,Herbal Tea,148,-16,61
3/1/12,South,Decaf Irish Cream,Coffee,121,41,37
11/1/12,West,Caffe Mocha,Espresso,57,17,18
9/1/13,West,Caffe Mocha,Espresso,141,50,52
8/1/12,South,Caffe Latte,Espresso,68,36,22
4/1/12,West,Caffe Mocha,Espresso,161,18,106
7/1/13,West,Decaf Espresso,Espresso,63,17,17
3/1/13,East,Chamomile,Herbal Tea,221,100,51
1/1/12,East,Decaf Irish Cream,Coffee,248,78,59
3/1/12,West,Decaf Irish Cream,Coffee,161,23,38
1/1/13,West,Amaretto,Coffee,186,29,67
2/1/12,West,Mint,Herbal Tea,200,62,38
3/1/12,South,Decaf Irish Cream,Coffee,190,21,62
10/1/12,Central,Darjeeling,Tea,164,51,47
3/1/13,East,Decaf Irish Cream,Coffee,238,99,112
1/1/13,Central,Decaf Irish Cream,Coffee,206,101,38
10/1/13,Central,Decaf Irish Cream,Coffee,358,147,67
4/1/13,East,Decaf Espresso,Espresso,163,53,39
7/1/12,West,Lemon,Herbal Tea,265,20,159
10/1/13,East,Lemon,Herbal Tea,348,130,115
2/1/12,West,Chamomile,Herbal Tea,132,18,45
12/1/12,Central,Chamomile,Herbal Tea,219,86,40
2/1/13,South,Decaf Irish Cream,Coffee,310,201,103
2/1/12,East,Darjeeling,Tea,41,14,25
5/1/12,Central,Decaf Irish Cream,Coffee,106,33,38
1/1/12,East,Mint,Herbal Tea,118,24,23
5/1/13,Central,Lemon,Herbal Tea,516,190,126
1/1/12,Central,Darjeeling,Tea,157,28,43
6/1/13,West,Caffe Latte,Espresso,505,207,122
11/1/12,East,Decaf Espresso,Espresso,81,6,23
10/1/12,East,Decaf Irish Cream,Coffee,292,35,67
7/1/12,Central,Darjeeling,Tea,205,129,44
8/1/13,Central,Chamomile,Herbal Tea,45,8,16
6/1/13,East,Decaf Espresso,Espresso,145,38,38
8/1/13,West,Caffe Latte,Espresso,93,12,15
12/1/12,West,Decaf Espresso,Espresso,284,70,68
7/1/12,West,Decaf Irish Cream,Coffee,214,68,70
8/1/12,West,Decaf Irish Cream,Coffee,209,96,57
4/1/12,East,Decaf Espresso,Espresso,102,31,38
3/1/12,South,Caffe Mocha,Espresso,123,41,79
8/1/12,East,Caffe Mocha,Espresso,330,110,64
7/1/12,South,Caffe Latte,Espresso,128,21,60
10/1/13,East,Colombian,Coffee,718,303,99
7/1/12,West,Darjeeling,Tea,119,9,52
8/1/12,East,Lemon,Herbal Tea,576,154,147
8/1/13,South,Caffe Mocha,Espresso,80,25,17
8/1/13,Central,Chamomile,Herbal Tea,78,44,18
10/1/13,West,Darjeeling,Tea,312,145,103
8/1/12,West,Decaf Irish Cream,Coffee,126,29,42
12/1/12,Central,Decaf Irish Cream,Coffee,108,63,30
6/1/12,West,Decaf Irish Cream,Coffee,132,3,62
10/1/12,Central,Chamomile,Herbal Tea,64,-2,45
11/1/12,East,Chamomile,Herbal Tea,20,0,21
10/1/13,West,Mint,Herbal Tea,231,81,47
3/1/13,East,Decaf Irish Cream,Coffee,248,131,117
7/1/13,West,Caffe Mocha,Espresso,41,23,13
5/1/12,West,Decaf Espresso,Espresso,101,37,21
7/1/13,West,Caffe Mocha,Espresso,83,14,27
11/1/13,South,Caffe Latte,Espresso,77,-3,24
8/1/12,West,Caffe Mocha,Espresso,82,19,20
5/1/13,Central,Decaf Irish Cream,Coffee,268,62,56
8/1/13,East,Darjeeling,Tea,55,11,19
3/1/13,Central,Decaf Irish Cream,Coffee,204,44,57
9/1/12,Central,Amaretto,Coffee,83,12,32
8/1/12,East,Chamomile,Herbal Tea,87,8,43
3/1/12,South,Caffe Mocha,Espresso,185,58,40
7/1/13,West,Decaf Espresso,Espresso,561,329,91
5/1/13,West,Darjeeling,Tea,474,213,99
10/1/12,East,Darjeeling,Tea,36,3,16
