"Region","Year","Number_of_Vehicles","Vehicle_Type"
"former Skaraborg county","2005",0,"all-terrain vehicles"
"former Skaraborg county","2006",0,"all-terrain vehicles"
"former Skaraborg county","2007",0,"all-terrain vehicles"
"former Skaraborg county","2008",0,"all-terrain vehicles"
"former Skaraborg county","2009",0,"all-terrain vehicles"
"former Skaraborg county","2010",0,"all-terrain vehicles"
"former Skaraborg county","2011",0,"all-terrain vehicles"
"former Skaraborg county","2012",0,"all-terrain vehicles"
"former Skaraborg county","2013",0,"all-terrain vehicles"
"former Skaraborg county","2014",0,"all-terrain vehicles"
"former Skaraborg county","2015",0,"all-terrain vehicles"
"former Skaraborg county","2016",0,"all-terrain vehicles"
"former Skaraborg county","2017",0,"all-terrain vehicles"
"former Skaraborg county","2018",0,"all-terrain vehicles"
"former Skaraborg county","2019",0,"all-terrain vehicles"
"former Skaraborg county","2020",0,"all-terrain vehicles"
"former Skaraborg county","2021",0,"all-terrain vehicles"
"former Skaraborg county","2022",0,"all-terrain vehicles"
"former Skaraborg county","2002",0,"cross-country scooters"
"former Skaraborg county","2003",0,"cross-country scooters"
"former Skaraborg county","2004",0,"cross-country scooters"
"former Skaraborg county","2005",0,"cross-country scooters"
"former Skaraborg county","2006",0,"cross-country scooters"
"former Skaraborg county","2007",0,"cross-country scooters"
"former Skaraborg county","2008",0,"cross-country scooters"
"former Skaraborg county","2009",0,"cross-country scooters"
"former Skaraborg county","2010",0,"cross-country scooters"
"former Skaraborg county","2011",0,"cross-country scooters"
"former Skaraborg county","2012",0,"cross-country scooters"
"former Skaraborg county","2013",0,"cross-country scooters"
"former Skaraborg county","2014",0,"cross-country scooters"
"former Skaraborg county","2015",0,"cross-country scooters"
"former Skaraborg county","2016",0,"cross-country scooters"
"former Skaraborg county","2017",0,"cross-country scooters"
"former Skaraborg county","2018",0,"cross-country scooters"
"former Skaraborg county","2019",0,"cross-country scooters"
"former Skaraborg county","2020",0,"cross-country scooters"
"former Skaraborg county","2021",0,"cross-country scooters"
"former Skaraborg county","2022",0,"cross-country scooters"
"former Skaraborg county","2002",0,"trailers"
"former Skaraborg county","2003",0,"trailers"
"former Skaraborg county","2004",0,"trailers"
"former Skaraborg county","2005",0,"trailers"
"former Skaraborg county","2006",0,"trailers"
"former Skaraborg county","2007",0,"trailers"
"former Skaraborg county","2008",0,"trailers"
"former Skaraborg county","2009",0,"trailers"
"former Skaraborg county","2010",0,"trailers"
"former Skaraborg county","2011",0,"trailers"
"former Skaraborg county","2012",0,"trailers"
"former Skaraborg county","2013",0,"trailers"
"former Skaraborg county","2014",0,"trailers"
"former Skaraborg county","2015",0,"trailers"
"former Skaraborg county","2016",0,"trailers"
"former Skaraborg county","2017",0,"trailers"
"former Skaraborg county","2018",0,"trailers"
"former Skaraborg county","2019",0,"trailers"
"former Skaraborg county","2020",0,"trailers"
"former Skaraborg county","2021",0,"trailers"
"former Skaraborg county","2022",0,"trailers"
"Värmlands län","2002",137568,"passenger cars"
"Värmlands län","2003",138557,"passenger cars"
"Värmlands län","2004",139414,"passenger cars"
"Värmlands län","2005",139952,"passenger cars"
"Värmlands län","2006",141074,"passenger cars"
"Värmlands län","2007",142364,"passenger cars"
"Värmlands län","2008",142691,"passenger cars"
"Värmlands län","2009",142967,"passenger cars"
"Värmlands län","2010",143651,"passenger cars"
"Värmlands län","2011",145330,"passenger cars"
"Värmlands län","2012",146721,"passenger cars"
"Värmlands län","2013",147440,"passenger cars"
"Värmlands län","2014",149218,"passenger cars"
"Värmlands län","2015",150789,"passenger cars"
"Värmlands län","2016",153076,"passenger cars"
"Värmlands län","2017",154948,"passenger cars"
"Värmlands län","2018",155764,"passenger cars"
"Värmlands län","2019",155663,"passenger cars"
"Värmlands län","2020",156597,"passenger cars"
"Värmlands län","2021",157181,"passenger cars"
"Värmlands län","2022",156665,"passenger cars"
"Värmlands län","2002",9882,"light lorries"
"Värmlands län","2003",10382,"light lorries"
"Värmlands län","2004",10891,"light lorries"
"Värmlands län","2005",11590,"light lorries"
"Värmlands län","2006",12106,"light lorries"
"Värmlands län","2007",12689,"light lorries"
"Värmlands län","2008",12736,"light lorries"
"Värmlands län","2009",12884,"light lorries"
"Värmlands län","2010",13353,"light lorries"
"Värmlands län","2011",13805,"light lorries"
"Värmlands län","2012",14195,"light lorries"
"Värmlands län","2013",14553,"light lorries"
"Värmlands län","2014",14925,"light lorries"
"Värmlands län","2015",15480,"light lorries"
"Värmlands län","2016",15935,"light lorries"
"Värmlands län","2017",16632,"light lorries"
"Värmlands län","2018",17118,"light lorries"
"Värmlands län","2019",17701,"light lorries"
"Värmlands län","2020",17921,"light lorries"
"Värmlands län","2021",18068,"light lorries"
"Värmlands län","2022",18047,"light lorries"
"Värmlands län","2002",2412,"heavy lorries"
"Värmlands län","2003",2449,"heavy lorries"
"Värmlands län","2004",2424,"heavy lorries"
"Värmlands län","2005",2445,"heavy lorries"
"Värmlands län","2006",2526,"heavy lorries"
"Värmlands län","2007",2540,"heavy lorries"
"Värmlands län","2008",2534,"heavy lorries"
"Värmlands län","2009",2532,"heavy lorries"
"Värmlands län","2010",2503,"heavy lorries"
"Värmlands län","2011",2580,"heavy lorries"
"Värmlands län","2012",2578,"heavy lorries"
"Värmlands län","2013",2581,"heavy lorries"
"Värmlands län","2014",2586,"heavy lorries"
"Värmlands län","2015",2638,"heavy lorries"
"Värmlands län","2016",2670,"heavy lorries"
"Värmlands län","2017",2760,"heavy lorries"
"Värmlands län","2018",2787,"heavy lorries"
"Värmlands län","2019",2719,"heavy lorries"
"Värmlands län","2020",2750,"heavy lorries"
"Värmlands län","2021",2813,"heavy lorries"
"Värmlands län","2022",2705,"heavy lorries"
"Värmlands län","2002",198,"towing vehicles"
"Värmlands län","2003",214,"towing vehicles"
"Värmlands län","2004",215,"towing vehicles"
"Värmlands län","2005",214,"towing vehicles"
"Värmlands län","2006",241,"towing vehicles"
"Värmlands län","2007",266,"towing vehicles"
"Värmlands län","2008",250,"towing vehicles"
"Värmlands län","2009",239,"towing vehicles"
"Värmlands län","2010",239,"towing vehicles"
"Värmlands län","2011",257,"towing vehicles"
"Värmlands län","2012",251,"towing vehicles"
"Värmlands län","2013",242,"towing vehicles"
"Värmlands län","2014",249,"towing vehicles"
"Värmlands län","2015",265,"towing vehicles"
"Värmlands län","2016",260,"towing vehicles"
"Värmlands län","2017",238,"towing vehicles"
"Värmlands län","2018",225,"towing vehicles"
"Värmlands län","2019",218,"towing vehicles"
"Värmlands län","2020",206,"towing vehicles"
"Värmlands län","2021",225,"towing vehicles"
"Värmlands län","2022",208,"towing vehicles"
"Värmlands län","2002",536,"buses"
"Värmlands län","2003",546,"buses"
"Värmlands län","2004",557,"buses"
"Värmlands län","2005",521,"buses"
"Värmlands län","2006",505,"buses"
"Värmlands län","2007",484,"buses"
"Värmlands län","2008",475,"buses"
"Värmlands län","2009",470,"buses"
"Värmlands län","2010",488,"buses"
"Värmlands län","2011",465,"buses"
"Värmlands län","2012",502,"buses"
"Värmlands län","2013",482,"buses"
"Värmlands län","2014",478,"buses"
"Värmlands län","2015",519,"buses"
"Värmlands län","2016",430,"buses"
"Värmlands län","2017",475,"buses"
"Värmlands län","2018",473,"buses"
"Värmlands län","2019",503,"buses"
"Värmlands län","2020",460,"buses"
"Värmlands län","2021",462,"buses"
"Värmlands län","2022",458,"buses"
"Värmlands län","2002",6255,"motorcycles"
"Värmlands län","2003",6756,"motorcycles"
"Värmlands län","2004",7335,"motorcycles"
"Värmlands län","2005",8153,"motorcycles"
"Värmlands län","2006",8938,"motorcycles"
"Värmlands län","2007",9477,"motorcycles"
"Värmlands län","2008",10011,"motorcycles"
"Värmlands län","2009",10252,"motorcycles"
"Värmlands län","2010",10255,"motorcycles"
"Värmlands län","2011",10240,"motorcycles"
"Värmlands län","2012",10322,"motorcycles"
"Värmlands län","2013",10283,"motorcycles"
"Värmlands län","2014",10347,"motorcycles"
"Värmlands län","2015",10423,"motorcycles"
"Värmlands län","2016",10619,"motorcycles"
"Värmlands län","2017",10591,"motorcycles"
"Värmlands län","2018",10580,"motorcycles"
"Värmlands län","2019",10651,"motorcycles"
"Värmlands län","2020",10804,"motorcycles"
"Värmlands län","2021",10929,"motorcycles"
"Värmlands län","2022",11020,"motorcycles"
"Värmlands län","2002",761,"mopeds class 1"
"Värmlands län","2003",867,"mopeds class 1"
"Värmlands län","2004",1265,"mopeds class 1"
"Värmlands län","2005",1840,"mopeds class 1"
"Värmlands län","2006",2386,"mopeds class 1"
"Värmlands län","2007",2721,"mopeds class 1"
"Värmlands län","2008",2911,"mopeds class 1"
"Värmlands län","2009",2783,"mopeds class 1"
"Värmlands län","2010",2360,"mopeds class 1"
"Värmlands län","2011",2222,"mopeds class 1"
"Värmlands län","2012",2134,"mopeds class 1"
"Värmlands län","2013",2100,"mopeds class 1"
"Värmlands län","2014",2042,"mopeds class 1"
"Värmlands län","2015",1972,"mopeds class 1"
"Värmlands län","2016",1881,"mopeds class 1"
"Värmlands län","2017",2010,"mopeds class 1"
"Värmlands län","2018",2166,"mopeds class 1"
"Värmlands län","2019",2243,"mopeds class 1"
"Värmlands län","2020",2423,"mopeds class 1"
"Värmlands län","2021",2331,"mopeds class 1"
"Värmlands län","2022",2333,"mopeds class 1"
"Värmlands län","2002",16988,"tractors"
"Värmlands län","2003",16991,"tractors"
"Värmlands län","2004",17020,"tractors"
"Värmlands län","2005",16996,"tractors"
"Värmlands län","2006",17040,"tractors"
"Värmlands län","2007",16904,"tractors"
"Värmlands län","2008",16793,"tractors"
"Värmlands län","2009",16667,"tractors"
"Värmlands län","2010",16573,"tractors"
"Värmlands län","2011",16571,"tractors"
"Värmlands län","2012",16600,"tractors"
"Värmlands län","2013",16552,"tractors"
"Värmlands län","2014",16547,"tractors"
"Värmlands län","2015",16590,"tractors"
"Värmlands län","2016",16674,"tractors"
"Värmlands län","2017",16786,"tractors"
"Värmlands län","2018",16898,"tractors"
"Värmlands län","2019",17309,"tractors"
"Värmlands län","2020",17803,"tractors"
"Värmlands län","2021",18617,"tractors"
"Värmlands län","2022",19075,"tractors"
"Värmlands län","2002",0,"snowmobiles"
"Värmlands län","2003",0,"snowmobiles"
"Värmlands län","2004",0,"snowmobiles"
"Värmlands län","2005",0,"snowmobiles"
"Värmlands län","2006",0,"snowmobiles"
"Värmlands län","2007",0,"snowmobiles"
"Värmlands län","2008",0,"snowmobiles"
"Värmlands län","2009",2466,"snowmobiles"
"Värmlands län","2010",2761,"snowmobiles"
"Värmlands län","2011",3001,"snowmobiles"
"Värmlands län","2012",3210,"snowmobiles"
"Värmlands län","2013",3185,"snowmobiles"
"Värmlands län","2014",3228,"snowmobiles"
"Värmlands län","2015",3298,"snowmobiles"
"Värmlands län","2016",3367,"snowmobiles"
"Värmlands län","2017",3451,"snowmobiles"
"Värmlands län","2018",3598,"snowmobiles"
"Värmlands län","2019",3789,"snowmobiles"
"Värmlands län","2020",3661,"snowmobiles"
"Värmlands län","2021",3674,"snowmobiles"
"Värmlands län","2022",3605,"snowmobiles"
"Värmlands län","2002",0,"all-terrain vehicles"
"Värmlands län","2003",0,"all-terrain vehicles"
"Värmlands län","2004",0,"all-terrain vehicles"
"Värmlands län","2005",0,"all-terrain vehicles"
"Värmlands län","2006",0,"all-terrain vehicles"
"Värmlands län","2007",0,"all-terrain vehicles"
"Värmlands län","2008",0,"all-terrain vehicles"
"Värmlands län","2009",4299,"all-terrain vehicles"
"Värmlands län","2010",4726,"all-terrain vehicles"
"Värmlands län","2011",5124,"all-terrain vehicles"
"Värmlands län","2012",5485,"all-terrain vehicles"
"Värmlands län","2013",5891,"all-terrain vehicles"
"Värmlands län","2014",6250,"all-terrain vehicles"
"Värmlands län","2015",6663,"all-terrain vehicles"
"Värmlands län","2016",7001,"all-terrain vehicles"
"Värmlands län","2017",7261,"all-terrain vehicles"
"Värmlands län","2018",7529,"all-terrain vehicles"
"Värmlands län","2019",7802,"all-terrain vehicles"
"Värmlands län","2020",7997,"all-terrain vehicles"
"Värmlands län","2021",8188,"all-terrain vehicles"
"Värmlands län","2022",8287,"all-terrain vehicles"
"Värmlands län","2002",4282,"cross-country scooters"
"Värmlands län","2003",4391,"cross-country scooters"
"Värmlands län","2004",4867,"cross-country scooters"
"Värmlands län","2005",5214,"cross-country scooters"
"Värmlands län","2006",5638,"cross-country scooters"
"Värmlands län","2007",6059,"cross-country scooters"
"Värmlands län","2008",6440,"cross-country scooters"
"Värmlands län","2009",133,"cross-country scooters"
"Värmlands län","2010",130,"cross-country scooters"
"Värmlands län","2011",134,"cross-country scooters"
"Värmlands län","2012",134,"cross-country scooters"
"Värmlands län","2013",133,"cross-country scooters"
"Värmlands län","2014",116,"cross-country scooters"
"Värmlands län","2015",114,"cross-country scooters"
"Värmlands län","2016",110,"cross-country scooters"
"Värmlands län","2017",106,"cross-country scooters"
"Värmlands län","2018",92,"cross-country scooters"
"Värmlands län","2019",84,"cross-country scooters"
"Värmlands län","2020",76,"cross-country scooters"
"Värmlands län","2021",66,"cross-country scooters"
"Värmlands län","2022",59,"cross-country scooters"
"Värmlands län","2002",31110,"trailers"
"Värmlands län","2003",31780,"trailers"
"Värmlands län","2004",32674,"trailers"
"Värmlands län","2005",33802,"trailers"
"Värmlands län","2006",34717,"trailers"
"Värmlands län","2007",36112,"trailers"
"Värmlands län","2008",37035,"trailers"
"Värmlands län","2009",37952,"trailers"
"Värmlands län","2010",38686,"trailers"
"Värmlands län","2011",39667,"trailers"
"Värmlands län","2012",40694,"trailers"
"Värmlands län","2013",41821,"trailers"
